id,noise,fiber,,rawPath,channel,sizeX,sizeY,sizeX_nm,sizeY_nm,user,imPath
3820,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 DPE_1 2.000,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3820.tif
3821,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 DPE_1 2.000,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3821.tif
3822,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 DPE_1 2.000,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3822.tif
3823,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 DPE_1 2.001,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3823.tif
3824,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 DPE_1 2.001,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3824.tif
3825,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 DPE_1 2.001,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3825.tif
3826,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.000,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3826.tif
3827,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.000,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3827.tif
3828,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.000,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3828.tif
3829,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.001,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3829.tif
3830,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.001,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3830.tif
3831,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.001,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3831.tif
3832,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.002,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3832.tif
3833,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.002,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3833.tif
3834,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.002,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3834.tif
3835,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.003,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3835.tif
3836,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.003,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3836.tif
3837,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 EthoxyBenzene_1 1.003,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3837.tif
3838,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_1 1.001,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3838.tif
3839,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_1 1.001,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3839.tif
3840,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_1 1.001,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3840.tif
3841,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_1 2.000,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3841.tif
3842,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_1 2.000,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3842.tif
3843,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_1 2.000,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3843.tif
3844,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_1 2.001,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3844.tif
3845,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_1 2.001,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3845.tif
3846,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_1 2.001,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3846.tif
3847,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 1.000,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3847.tif
3848,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 1.000,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3848.tif
3849,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 1.000,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3849.tif
3850,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 1.001,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3850.tif
3851,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 1.001,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3851.tif
3852,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 1.001,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3852.tif
3853,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 2.000,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3853.tif
3854,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 2.000,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3854.tif
3855,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 2.000,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3855.tif
3856,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 2.001,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3856.tif
3857,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 2.001,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3857.tif
3858,,,,Data/capture/Ian/2015-07-02 P2 (Normal+DPE+Anisole+EthoxyBenzene)/P2 Normal_2 2.001,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3858.tif
3859,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.000,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3859.tif
3860,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.000,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3860.tif
3861,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.000,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3861.tif
3862,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.001,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3862.tif
3863,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.001,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3863.tif
3864,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.001,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3864.tif
3865,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.002,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3865.tif
3866,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.002,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3866.tif
3867,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.002,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3867.tif
3868,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.003,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3868.tif
3869,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.003,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3869.tif
3870,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.003,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3870.tif
3871,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.004,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3871.tif
3872,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.004,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3872.tif
3873,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 3_Evap 1.004,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3873.tif
3874,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.000,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3874.tif
3875,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.000,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3875.tif
3876,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.000,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3876.tif
3877,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.001,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3877.tif
3878,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.001,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3878.tif
3879,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.001,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3879.tif
3880,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.002,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3880.tif
3881,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.002,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3881.tif
3882,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.002,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3882.tif
3883,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.004,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3883.tif
3884,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.004,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3884.tif
3885,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.004,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3885.tif
3886,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.005,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3886.tif
3887,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.005,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3887.tif
3888,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 5_Evap 1.005,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3888.tif
3889,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 7_Evap 1.000,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3889.tif
3890,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 7_Evap 1.000,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3890.tif
3891,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 7_Evap 1.000,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3891.tif
3892,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 7_Evap 1.001,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3892.tif
3893,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 7_Evap 1.001,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3893.tif
3894,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 7_Evap 1.001,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3894.tif
3895,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 7_Evap 1.002,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3895.tif
3896,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 7_Evap 1.002,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3896.tif
3897,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 7_Evap 1.002,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3897.tif
3898,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.000,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3898.tif
3899,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.000,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3899.tif
3900,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.000,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3900.tif
3901,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.001,ZSensor,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3901.tif
3902,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.001,AmplitudeError,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3902.tif
3903,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.001,Phase,256,256,2000,2000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3903.tif
3904,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.002,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3904.tif
3905,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.002,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3905.tif
3906,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.002,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3906.tif
3907,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.003,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3907.tif
3908,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.003,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3908.tif
3909,,,,Data/capture/Ian/2015-07-08 P2 + DPE (3_ 5_ 7_ 9)/DPE 9_Evap 1.003,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3909.tif
3910,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB 1.000,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3910.tif
3911,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB 1.000,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3911.tif
3912,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB 1.000,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3912.tif
3913,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB 1.001,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3913.tif
3914,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB 1.001,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3914.tif
3915,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB 1.001,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3915.tif
3916,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+Anisole 1.000,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3916.tif
3917,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+Anisole 1.000,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3917.tif
3918,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+Anisole 1.000,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3918.tif
3919,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+CF 1.000,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3919.tif
3920,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+CF 1.000,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3920.tif
3921,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+CF 1.000,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3921.tif
3922,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+CF 1.001,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3922.tif
3923,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+CF 1.001,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3923.tif
3924,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+CF 1.001,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3924.tif
3925,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+TOL 1.000,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3925.tif
3926,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+TOL 1.000,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3926.tif
3927,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+TOL 1.000,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3927.tif
3928,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+TOL 1.001,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3928.tif
3929,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+TOL 1.001,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3929.tif
3930,,,,Data/capture/Ian/2015-07-15 P2 w oDCB + Tol/P2+oDCB+TOL 1.001,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3930.tif
3931,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_25% alumina.000,ZSensor,256,256,5000,5000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3931.tif
3932,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_25% alumina.000,AmplitudeError,256,256,5000,5000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3932.tif
3933,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_25% alumina.000,Phase,256,256,5000,5000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3933.tif
3934,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_25% alumina.001,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3934.tif
3935,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_25% alumina.001,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3935.tif
3936,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_25% alumina.001,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3936.tif
3937,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_25% alumina.002,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3937.tif
3938,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_25% alumina.002,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3938.tif
3939,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_25% alumina.002,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3939.tif
3940,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_no alumina.000,ZSensor,256,256,5000,5000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3940.tif
3941,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_no alumina.000,AmplitudeError,256,256,5000,5000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3941.tif
3942,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_no alumina.000,Phase,256,256,5000,5000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3942.tif
3943,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_no alumina.001,ZSensor,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3943.tif
3944,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_no alumina.001,AmplitudeError,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3944.tif
3945,,,,Data/capture/Ian/2015-08-21 P2 with alumina/P2_no alumina.001,Phase,256,256,500,500,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3945.tif
3946,,,,Data/capture/Ian/2015-08-21 P2 with alumina/UV_80%_PET_Top_5um.001,ZSensor,512,512,5000,5000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3946.tif
3947,,,,Data/capture/Ian/2015-08-21 P2 with alumina/UV_80%_PET_Top_5um.001,AmplitudeError,512,512,5000,5000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3947.tif
3948,,,,Data/capture/Ian/2015-08-21 P2 with alumina/UV_80%_PET_Top_5um.001,Phase,512,512,5000,5000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3948.tif
3949,,,,Data/capture/Ian/2015-08-21 P2 with alumina/UV_80%_PET_Top_5um.002,ZSensor,512,512,5000,5000,Ian,/Users/Imperssonator/CC/uhcs/data/afm/3949.tif
