id,id,noise,fiber,rawPath,channel,sizeX,sizeY,sizeX_nm,sizeY_nm,user,imPath
605,605,c,n,Data/capture/Dalsu/10-24-2013/10%_50_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/605.tif
606,606,c,f,Data/capture/Dalsu/10-24-2013/10%_50_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/606.tif
607,607,c,n,Data/capture/Dalsu/10-24-2013/15%_50_1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/607.tif
608,608,c,n,Data/capture/Dalsu/10-24-2013/15%_50_1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/608.tif
609,609,c,f,Data/capture/Dalsu/10-24-2013/15%_50_1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/609.tif
610,610,c,n,Data/capture/Dalsu/10-24-2013/15%_50_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/610.tif
611,611,c,n,Data/capture/Dalsu/10-24-2013/15%_50_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/611.tif
612,612,c,f,Data/capture/Dalsu/10-24-2013/15%_50_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/612.tif
613,613,c,n,Data/capture/Dalsu/10-24-2013/2%_50_1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/613.tif
614,614,c,n,Data/capture/Dalsu/10-24-2013/2%_50_1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/614.tif
615,615,c,f,Data/capture/Dalsu/10-24-2013/2%_50_1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/615.tif
616,616,c,n,Data/capture/Dalsu/10-24-2013/2%_50_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/616.tif
617,617,c,n,Data/capture/Dalsu/10-24-2013/2%_50_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/617.tif
618,618,c,f,Data/capture/Dalsu/10-24-2013/2%_50_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/618.tif
619,619,c,n,Data/capture/Dalsu/10-24-2013/5%_50_1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/619.tif
620,620,c,n,Data/capture/Dalsu/10-24-2013/5%_50_1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/620.tif
621,621,n,f,Data/capture/Dalsu/10-24-2013/5%_50_1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/621.tif
622,622,c,n,Data/capture/Dalsu/10-24-2013/5%_50_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/622.tif
623,623,c,n,Data/capture/Dalsu/10-24-2013/5%_50_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/623.tif
624,624,c,f,Data/capture/Dalsu/10-24-2013/5%_50_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/624.tif
625,625,c,n,Data/capture/Dalsu/10-24-2013/Prst_50_30sec.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/625.tif
626,626,c,n,Data/capture/Dalsu/10-24-2013/Prst_50_30sec.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/626.tif
627,627,n,n,Data/capture/Dalsu/10-24-2013/Prst_50_30sec.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/627.tif
628,628,c,n,Data/capture/Dalsu/10-29-2013/10%_NoSon_1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/628.tif
629,629,c,n,Data/capture/Dalsu/10-29-2013/10%_NoSon_1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/629.tif
630,630,c,f,Data/capture/Dalsu/10-29-2013/10%_NoSon_1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/630.tif
631,631,c,n,Data/capture/Dalsu/10-29-2013/10%_NoSon_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/631.tif
632,632,c,n,Data/capture/Dalsu/10-29-2013/10%_NoSon_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/632.tif
633,633,c,f,Data/capture/Dalsu/10-29-2013/10%_NoSon_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/633.tif
634,634,c,n,Data/capture/Dalsu/10-29-2013/15%_NoSon_1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/634.tif
635,635,c,n,Data/capture/Dalsu/10-29-2013/15%_NoSon_1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/635.tif
636,636,c,f,Data/capture/Dalsu/10-29-2013/15%_NoSon_1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/636.tif
637,637,c,n,Data/capture/Dalsu/10-29-2013/15%_NoSon_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/637.tif
638,638,c,n,Data/capture/Dalsu/10-29-2013/15%_NoSon_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/638.tif
639,639,c,f,Data/capture/Dalsu/10-29-2013/15%_NoSon_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/639.tif
640,640,c,n,Data/capture/Dalsu/10-29-2013/1min_Sonic.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/640.tif
641,641,c,n,Data/capture/Dalsu/10-29-2013/1min_Sonic.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/641.tif
642,642,c,f,Data/capture/Dalsu/10-29-2013/1min_Sonic.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/642.tif
643,643,n,n,Data/capture/Dalsu/10-29-2013/2%_NoSon_Drop_1(5um).000,Height,256,256,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/643.tif
644,644,c,n,Data/capture/Dalsu/10-29-2013/2%_NoSon_Drop_1(5um).000,AmplitudeError,256,256,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/644.tif
645,645,n,n,Data/capture/Dalsu/10-29-2013/2%_NoSon_Drop_1(5um).000,Phase,256,256,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/645.tif
646,646,c,n,Data/capture/Dalsu/10-29-2013/2%_NoSon_Drop_2(2um).000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/646.tif
647,647,c,n,Data/capture/Dalsu/10-29-2013/2%_NoSon_Drop_2(2um).000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/647.tif
648,648,c,f,Data/capture/Dalsu/10-29-2013/2%_NoSon_Drop_2(2um).000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/648.tif
649,649,c,n,Data/capture/Dalsu/10-29-2013/20%_NoSon_1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/649.tif
650,650,c,n,Data/capture/Dalsu/10-29-2013/20%_NoSon_1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/650.tif
651,651,c,f,Data/capture/Dalsu/10-29-2013/20%_NoSon_1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/651.tif
652,652,c,n,Data/capture/Dalsu/10-29-2013/2min_Sonic.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/652.tif
653,653,c,n,Data/capture/Dalsu/10-29-2013/2min_Sonic.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/653.tif
654,654,c,f,Data/capture/Dalsu/10-29-2013/2min_Sonic.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/654.tif
655,655,c,n,Data/capture/Dalsu/10-29-2013/30%_NoSon_1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/655.tif
656,656,c,n,Data/capture/Dalsu/10-29-2013/30%_NoSon_1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/656.tif
657,657,c,f,Data/capture/Dalsu/10-29-2013/30%_NoSon_1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/657.tif
658,658,c,n,Data/capture/Dalsu/10-29-2013/30%_NoSon_1_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/658.tif
659,659,c,n,Data/capture/Dalsu/10-29-2013/30%_NoSon_1_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/659.tif
660,660,c,f,Data/capture/Dalsu/10-29-2013/30%_NoSon_1_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/660.tif
661,661,c,n,Data/capture/Dalsu/10-29-2013/30%_NoSon_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/661.tif
662,662,c,n,Data/capture/Dalsu/10-29-2013/30%_NoSon_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/662.tif
663,663,c,f,Data/capture/Dalsu/10-29-2013/30%_NoSon_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/663.tif
664,664,c,n,Data/capture/Dalsu/10-29-2013/30%_NoSon_2_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/664.tif
665,665,c,n,Data/capture/Dalsu/10-29-2013/30%_NoSon_2_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/665.tif
666,666,n,f,Data/capture/Dalsu/10-29-2013/30%_NoSon_2_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/666.tif
667,667,c,n,Data/capture/Dalsu/10-29-2013/30%_NoSon_2_3.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/667.tif
668,668,c,n,Data/capture/Dalsu/10-29-2013/30%_NoSon_2_3.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/668.tif
669,669,c,f,Data/capture/Dalsu/10-29-2013/30%_NoSon_2_3.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/669.tif
670,670,c,n,Data/capture/Dalsu/10-29-2013/30sec_Sonic.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/670.tif
671,671,c,n,Data/capture/Dalsu/10-29-2013/30sec_Sonic.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/671.tif
672,672,c,f,Data/capture/Dalsu/10-29-2013/30sec_Sonic.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/672.tif
673,673,n,n,Data/capture/Dalsu/10-29-2013/3min_Sonic.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/673.tif
674,674,n,n,Data/capture/Dalsu/10-29-2013/3min_Sonic.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/674.tif
675,675,c,n,Data/capture/Dalsu/10-29-2013/3min_Sonic.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/675.tif
676,676,c,n,Data/capture/Dalsu/10-29-2013/40%_NoSon_1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/676.tif
677,677,c,n,Data/capture/Dalsu/10-29-2013/40%_NoSon_1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/677.tif
678,678,c,f,Data/capture/Dalsu/10-29-2013/40%_NoSon_1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/678.tif
679,679,c,n,Data/capture/Dalsu/10-29-2013/40%_NoSon_1_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/679.tif
680,680,c,n,Data/capture/Dalsu/10-29-2013/40%_NoSon_1_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/680.tif
681,681,c,f,Data/capture/Dalsu/10-29-2013/40%_NoSon_1_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/681.tif
682,682,c,n,Data/capture/Dalsu/10-29-2013/40%_NoSon_1_3.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/682.tif
683,683,c,n,Data/capture/Dalsu/10-29-2013/40%_NoSon_1_3.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/683.tif
684,684,c,f,Data/capture/Dalsu/10-29-2013/40%_NoSon_1_3.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/684.tif
685,685,n,n,Data/capture/Dalsu/10-29-2013/4min_Sonic.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/685.tif
686,686,n,n,Data/capture/Dalsu/10-29-2013/4min_Sonic.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/686.tif
687,687,c,n,Data/capture/Dalsu/10-29-2013/4min_Sonic.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/687.tif
688,688,c,n,Data/capture/Dalsu/10-29-2013/5%_NoSon_1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/688.tif
689,689,c,n,Data/capture/Dalsu/10-29-2013/5%_NoSon_1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/689.tif
690,690,c,f,Data/capture/Dalsu/10-29-2013/5%_NoSon_1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/690.tif
691,691,c,n,Data/capture/Dalsu/10-29-2013/5%_NoSon_2.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/691.tif
692,692,c,n,Data/capture/Dalsu/10-29-2013/5%_NoSon_2.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/692.tif
693,693,c,f,Data/capture/Dalsu/10-29-2013/5%_NoSon_2.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/693.tif
694,694,n,n,Data/capture/Dalsu/10-29-2013/TPE_Mold(1')_Finger.000,Height,256,256,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/694.tif
695,695,c,n,Data/capture/Dalsu/10-29-2013/TPE_Mold(1')_Finger.000,AmplitudeError,256,256,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/695.tif
696,696,n,n,Data/capture/Dalsu/10-29-2013/TPE_Mold(1')_Finger.000,Height,256,256,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/696.tif
697,697,n,n,Data/capture/Dalsu/10-29-2013/TPE_Mold(1')_Mark.000,Height,256,256,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/697.tif
698,698,n,n,Data/capture/Dalsu/10-29-2013/TPE_Mold(1')_Mark.000,AmplitudeError,256,256,20000,20000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/698.tif
702,702,n,n,Data/capture/Dalsu/10-30-2014/15%_1min.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/702.tif
703,703,c,n,Data/capture/Dalsu/10-30-2014/15%_1min.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/703.tif
704,704,n,f,Data/capture/Dalsu/10-30-2014/15%_1min.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/704.tif
705,705,c,n,Data/capture/Dalsu/10-30-2014/15%_1min_Filtered.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/705.tif
706,706,n,n,Data/capture/Dalsu/10-30-2014/15%_1min_Filtered.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/706.tif
707,707,c,f,Data/capture/Dalsu/10-30-2014/15%_1min_Filtered.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/707.tif
708,708,c,n,Data/capture/Dalsu/10-30-2014/5V_2_bottom left.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/708.tif
709,709,c,n,Data/capture/Dalsu/10-30-2014/5V_2_bottom left.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/709.tif
710,710,c,n,Data/capture/Dalsu/10-30-2014/5V_2_bottom left.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/710.tif
711,711,c,n,Data/capture/Dalsu/10-30-2014/5V_2_bottom right.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/711.tif
712,712,c,n,Data/capture/Dalsu/10-30-2014/5V_2_bottom right.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/712.tif
713,713,c,n,Data/capture/Dalsu/10-30-2014/5V_2_bottom right.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/713.tif
714,714,n,n,Data/capture/Dalsu/10-30-2014/5V_2_bottom right_5um.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/714.tif
715,715,n,n,Data/capture/Dalsu/10-30-2014/5V_2_bottom right_5um.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/715.tif
716,716,c,n,Data/capture/Dalsu/10-30-2014/5V_2_bottom right_5um.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/716.tif
717,717,c,n,Data/capture/Dalsu/11-14-14/PB3-1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/717.tif
718,718,c,n,Data/capture/Dalsu/11-14-14/PB3-1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/718.tif
719,719,n,n,Data/capture/Dalsu/11-14-14/PB3-1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/719.tif
720,720,c,n,Data/capture/Dalsu/11-14-14/PB3-2_2um.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/720.tif
721,721,c,n,Data/capture/Dalsu/11-14-14/PB3-2_2um.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/721.tif
722,722,c,f,Data/capture/Dalsu/11-14-14/PB3-2_2um.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/722.tif
723,723,c,n,Data/capture/Dalsu/11-14-14/PB3-2_5um.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/723.tif
724,724,c,n,Data/capture/Dalsu/11-14-14/PB3-2_5um.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/724.tif
725,725,c,n,Data/capture/Dalsu/11-14-14/PB3-2_5um.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/725.tif
726,726,n,n,Data/capture/Dalsu/11-14-14/PB3-3_10um.000,Height,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/726.tif
727,727,c,n,Data/capture/Dalsu/11-14-14/PB3-3_10um.000,AmplitudeError,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/727.tif
728,728,c,n,Data/capture/Dalsu/11-14-14/PB3-3_10um.000,Phase,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/728.tif
729,729,c,n,Data/capture/Dalsu/11-14-14/PB3-3_2um.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/729.tif
730,730,c,n,Data/capture/Dalsu/11-14-14/PB3-3_2um.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/730.tif
731,731,n,f,Data/capture/Dalsu/11-14-14/PB3-3_2um.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/731.tif
732,732,n,n,Data/capture/Dalsu/11-14-14/PB3-3_5um.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/732.tif
733,733,c,n,Data/capture/Dalsu/11-14-14/PB3-3_5um.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/733.tif
734,734,c,n,Data/capture/Dalsu/11-14-14/PB3-3_5um.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/734.tif
735,735,n,n,Data/capture/Dalsu/11-14-14/PB3-5_10um.000,Height,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/735.tif
736,736,c,n,Data/capture/Dalsu/11-14-14/PB3-5_10um.000,AmplitudeError,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/736.tif
737,737,c,n,Data/capture/Dalsu/11-14-14/PB3-5_10um.000,Phase,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/737.tif
738,738,c,n,Data/capture/Dalsu/11-14-14/PB3-5_2um.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/738.tif
739,739,c,n,Data/capture/Dalsu/11-14-14/PB3-5_2um.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/739.tif
740,740,c,n,Data/capture/Dalsu/11-14-14/PB3-5_2um.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/740.tif
741,741,n,n,Data/capture/Dalsu/11-14-14/PB3-5_5um.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/741.tif
742,742,c,n,Data/capture/Dalsu/11-14-14/PB3-5_5um.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/742.tif
743,743,c,n,Data/capture/Dalsu/11-14-14/PB3-5_5um.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/743.tif
744,744,n,n,Data/capture/Dalsu/11-14-14/PB3-7_10um.000,Height,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/744.tif
745,745,c,n,Data/capture/Dalsu/11-14-14/PB3-7_10um.000,AmplitudeError,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/745.tif
746,746,n,n,Data/capture/Dalsu/11-14-14/PB3-7_10um.000,Phase,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/746.tif
747,747,c,n,Data/capture/Dalsu/11-14-14/PB3-7_2um.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/747.tif
748,748,c,n,Data/capture/Dalsu/11-14-14/PB3-7_2um.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/748.tif
749,749,c,n,Data/capture/Dalsu/11-14-14/PB3-7_2um.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/749.tif
750,750,n,n,Data/capture/Dalsu/11-14-14/PB3-7_5um.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/750.tif
751,751,c,n,Data/capture/Dalsu/11-14-14/PB3-7_5um.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/751.tif
752,752,c,n,Data/capture/Dalsu/11-14-14/PB3-7_5um.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/752.tif
753,753,n,n,Data/capture/Dalsu/11-14-14/PB3-9_10um.000,Height,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/753.tif
754,754,c,n,Data/capture/Dalsu/11-14-14/PB3-9_10um.000,AmplitudeError,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/754.tif
755,755,n,n,Data/capture/Dalsu/11-14-14/PB3-9_10um.000,Phase,512,512,10000,10000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/755.tif
756,756,c,n,Data/capture/Dalsu/11-14-14/PB3-9_2um.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/756.tif
757,757,c,n,Data/capture/Dalsu/11-14-14/PB3-9_2um.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/757.tif
758,758,n,n,Data/capture/Dalsu/11-14-14/PB3-9_2um.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/758.tif
759,759,n,n,Data/capture/Dalsu/11-14-14/PB3-9_5um.000,Height,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/759.tif
760,760,c,n,Data/capture/Dalsu/11-14-14/PB3-9_5um.000,AmplitudeError,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/760.tif
761,761,n,n,Data/capture/Dalsu/11-14-14/PB3-9_5um.000,Phase,512,512,5000,5000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/761.tif
762,762,c,n,Data/capture/Dalsu/11-19-2013/Bad Tip/CB_0%_1.000,Height,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/762.tif
763,763,c,n,Data/capture/Dalsu/11-19-2013/Bad Tip/CB_0%_1.000,AmplitudeError,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/763.tif
764,764,n,n,Data/capture/Dalsu/11-19-2013/Bad Tip/CB_0%_1.000,Phase,256,256,2000,2000,Dalsu,/Users/Imperssonator/CC/uhcs/data/afm/764.tif
